trajectory_id,icao24,segment_index,n_points,start_time,end_time,is_spoofed,spoof_category
008d43_b2fff962,008d43,0,9,2024-12-11T00:00:00+00:00,2024-12-11T00:15:06+00:00,0,
008d43_bee1bc20,008d43,1,9,2024-12-31T00:00:00+00:00,2024-12-31T00:15:06+00:00,0,
008d43_954cdeff,008d43,2,5,2025-06-05T00:00:00+00:00,2025-06-05T00:08:22+00:00,0,
008d8f_c09796a9,008d8f,0,17,2024-11-08T00:00:00+00:00,2024-11-08T00:31:22+00:00,0,
008d8f_5d106be0,008d8f,1,17,2025-01-01T00:00:00+00:00,2025-01-01T00:31:22+00:00,0,
008de3_92f19871,008de3,0,11,2025-06-23T00:00:00+00:00,2025-06-23T00:19:13+00:00,0,
008de4_c0017bc1,008de4,0,10,2024-12-05T00:00:00+00:00,2024-12-05T00:17:24+00:00,0,
008de5_e8224440,008de5,0,12,2024-11-23T00:00:00+00:00,2024-11-23T00:19:47+00:00,0,
008de5_be759ab5,008de5,1,10,2025-05-20T00:00:00+00:00,2025-05-20T00:17:12+00:00,0,
008de6_4577a3f8,008de6,0,8,2024-11-12T00:00:00+00:00,2024-11-12T00:13:42+00:00,0,
008de6_109d0082,008de6,1,9,2025-04-28T00:00:00+00:00,2025-04-28T00:15:31+00:00,0,
008de8_e69019de,008de8,0,14,2025-06-12T00:00:00+00:00,2025-06-12T00:25:43+00:00,0,
008dea_d133969b,008dea,0,15,2024-12-21T00:00:00+00:00,2024-12-21T00:26:26+00:00,0,
008deb_156328c1,008deb,0,11,2024-12-06T00:00:00+00:00,2024-12-06T00:20:08+00:00,0,
008deb_71bd6ca1,008deb,1,11,2025-01-07T00:00:00+00:00,2025-01-07T00:20:08+00:00,0,
008deb_19c2975d,008deb,2,7,2025-02-01T00:00:00+00:00,2025-02-01T00:10:47+00:00,0,
008dee_1678bd4c,008dee,0,15,2024-12-01T00:00:00+00:00,2024-12-01T00:26:42+00:00,0,
008dee_0123d71d,008dee,1,15,2024-12-24T00:00:00+00:00,2024-12-24T00:26:42+00:00,0,
008dee_c3b2e8e3,008dee,2,9,2025-05-14T00:00:00+00:00,2025-05-14T00:15:13+00:00,1,Altitude drop
008dee_1834d017,008dee,3,9,2025-06-17T00:00:00+00:00,2025-06-17T00:15:13+00:00,0,
008df3_532c931a,008df3,0,6,2024-12-12T00:00:00+00:00,2024-12-12T00:07:48+00:00,0,
008df8_3d81491e,008df8,0,6,2025-05-22T00:00:00+00:00,2025-05-22T00:10:15+00:00,0,
008df8_da7ef545,008df8,1,6,2025-06-10T00:00:00+00:00,2025-06-10T00:10:15+00:00,0,
008df9_42f0f951,008df9,0,6,2025-06-27T00:00:00+00:00,2025-06-27T00:09:21+00:00,0,
008e2f_93255952,008e2f,0,18,2025-01-15T00:00:00+00:00,2025-01-15T00:33:30+00:00,0,
008feb_59300532,008feb,0,11,2025-01-17T00:00:00+00:00,2025-01-17T00:17:58+00:00,0,
008feb_262ba014,008feb,1,10,2025-03-05T00:00:00+00:00,2025-03-05T00:17:47+00:00,0,
008feb_0af710b1,008feb,2,10,2025-04-19T00:00:00+00:00,2025-04-19T00:17:47+00:00,0,
008fec_fa1451af,008fec,0,10,2025-04-13T00:00:00+00:00,2025-04-13T00:18:01+00:00,0,
008fec_d5dc3879,008fec,1,10,2025-04-15T00:00:00+00:00,2025-04-15T00:18:01+00:00,0,
008ff4_58ceab80,008ff4,0,5,2024-11-03T00:00:00+00:00,2024-11-03T00:07:28+00:00,0,
008ff4_8d7d19c1,008ff4,1,10,2024-11-05T00:00:00+00:00,2024-11-05T00:17:58+00:00,0,
008ff4_1e1f176e,008ff4,2,10,2024-11-22T00:00:00+00:00,2024-11-22T00:17:58+00:00,0,
008ff4_7a809b87,008ff4,3,10,2024-11-25T00:00:00+00:00,2024-11-25T00:17:58+00:00,0,
008ff4_77407202,008ff4,4,10,2025-01-22T00:00:00+00:00,2025-01-22T00:17:58+00:00,0,
008ffa_0474e1a5,008ffa,0,9,2024-11-29T00:00:00+00:00,2024-11-29T00:14:44+00:00,0,
008ffa_0794807b,008ffa,1,7,2025-01-14T00:00:00+00:00,2025-01-14T00:10:06+00:00,0,
008ffa_2bf929bc,008ffa,2,14,2025-04-28T00:00:00+00:00,2025-04-28T00:26:41+00:00,0,
00901b_6d5712a9,00901b,0,13,2025-01-01T00:00:00+00:00,2025-01-01T00:22:53+00:00,0,
0090c5_472e1239,0090c5,0,6,2025-04-10T00:00:00+00:00,2025-04-10T00:09:32+00:00,0,
0090c5_b1f04c48,0090c5,1,6,2025-06-20T00:00:00+00:00,2025-06-20T00:09:32+00:00,0,
009121_7414d317,009121,0,5,2025-01-08T00:00:00+00:00,2025-01-08T00:06:47+00:00,0,
009121_21eab7ec,009121,1,7,2025-06-21T00:00:00+00:00,2025-06-21T00:10:54+00:00,0,
009130_d988c5bd,009130,0,5,2025-05-28T00:00:00+00:00,2025-05-28T00:08:13+00:00,0,
009130_cd9c732e,009130,1,5,2025-06-21T00:00:00+00:00,2025-06-21T00:08:13+00:00,0,
009131_3b23c34d,009131,0,14,2024-11-10T00:00:00+00:00,2024-11-10T00:26:12+00:00,0,
009131_0da9d94a,009131,1,14,2025-04-19T00:00:00+00:00,2025-04-19T00:24:46+00:00,0,
009211_fe9142ac,009211,0,5,2024-12-04T00:00:00+00:00,2024-12-04T00:06:41+00:00,0,
009235_f6430e09,009235,0,5,2025-06-27T00:00:00+00:00,2025-06-27T00:06:23+00:00,0,
00926e_ea7b1004,00926e,0,6,2025-01-26T00:00:00+00:00,2025-01-26T00:07:58+00:00,0,
00926e_efda23ab,00926e,1,6,2025-03-31T00:00:00+00:00,2025-03-31T00:09:09+00:00,0,
00926e_313b5e26,00926e,2,12,2025-04-24T00:00:00+00:00,2025-04-24T00:21:30+00:00,0,
0092b5_681cd573,0092b5,0,6,2025-05-28T00:00:00+00:00,2025-05-28T00:09:33+00:00,0,
0092b5_eb05d367,0092b5,1,6,2025-06-03T00:00:00+00:00,2025-06-03T00:09:33+00:00,0,
0092de_11e0abf3,0092de,0,20,2024-12-25T00:00:00+00:00,2024-12-25T00:37:26+00:00,0,
0092de_1a1ef29b,0092de,1,9,2025-04-13T00:00:00+00:00,2025-04-13T00:14:32+00:00,0,
0092e6_6695af88,0092e6,0,12,2025-06-02T00:00:00+00:00,2025-06-02T00:22:40+00:00,0,
0093b6_026df966,0093b6,0,13,2025-04-18T00:00:00+00:00,2025-04-18T00:23:36+00:00,0,
00940f_4f5cfeb5,00940f,0,10,2024-11-07T00:00:00+00:00,2024-11-07T00:17:06+00:00,0,
009425_b0ccdea2,009425,0,16,2024-11-23T00:00:00+00:00,2024-11-23T00:29:47+00:00,0,
009425_1607d9a4,009425,1,16,2024-12-10T00:00:00+00:00,2024-12-10T00:29:47+00:00,0,
0094d7_236d220f,0094d7,0,10,2025-01-02T00:00:00+00:00,2025-01-02T00:16:10+00:00,0,
0094d7_0a60d5fb,0094d7,1,10,2025-01-04T00:00:00+00:00,2025-01-04T00:16:10+00:00,0,
009522_4fe2d23c,009522,0,15,2025-01-22T00:00:00+00:00,2025-01-22T00:26:45+00:00,0,
009522_4c4bfb8d,009522,1,8,2025-04-09T00:00:00+00:00,2025-04-09T00:13:21+00:00,1,Unrealistic heading change
009650_aa3b8681,009650,0,11,2025-01-20T00:00:00+00:00,2025-01-20T00:20:15+00:00,0,
009650_2ba75415,009650,1,11,2025-01-21T00:00:00+00:00,2025-01-21T00:20:15+00:00,0,
0096c6_f06f9ee7,0096c6,0,9,2024-12-23T00:00:00+00:00,2024-12-23T00:14:06+00:00,0,
0096c6_9ca4ab7d,0096c6,1,18,2025-03-01T00:00:00+00:00,2025-03-01T00:32:32+00:00,0,
0096c6_240138c6,0096c6,2,9,2025-06-27T00:00:00+00:00,2025-06-27T00:15:30+00:00,0,
009893_08560b6f,009893,0,7,2024-11-13T00:00:00+00:00,2024-11-13T00:12:01+00:00,0,
009893_8fc3731b,009893,1,13,2025-04-23T00:00:00+00:00,2025-04-23T00:24:12+00:00,1,Sudden positional jump
009893_43a12c22,009893,2,13,2025-05-09T00:00:00+00:00,2025-05-09T00:24:12+00:00,0,
009893_67a9f17f,009893,3,13,2025-05-13T00:00:00+00:00,2025-05-13T00:24:12+00:00,0,
0098b4_b504c04b,0098b4,0,12,2025-04-30T00:00:00+00:00,2025-04-30T00:22:10+00:00,0,
0099e9_b3eca239,0099e9,0,12,2025-05-21T00:00:00+00:00,2025-05-21T00:21:34+00:00,0,
009a02_2a513d86,009a02,0,7,2024-12-08T00:00:00+00:00,2024-12-08T00:11:34+00:00,0,
009a02_84f2bcb5,009a02,1,7,2024-12-09T00:00:00+00:00,2024-12-09T00:11:34+00:00,0,
009a53_6c018551,009a53,0,17,2024-11-29T00:00:00+00:00,2024-11-29T00:31:00+00:00,0,
009a53_b9e913dd,009a53,1,17,2024-12-10T00:00:00+00:00,2024-12-10T00:31:00+00:00,0,
009a53_a4dbf003,009a53,2,10,2025-05-08T00:00:00+00:00,2025-05-08T00:16:30+00:00,0,
009ad8_135dd3ce,009ad8,0,15,2024-12-29T00:00:00+00:00,2024-12-29T00:26:54+00:00,0,
009ad8_22541113,009ad8,1,11,2025-02-26T00:00:00+00:00,2025-02-26T00:18:52+00:00,0,
009ad8_4d343307,009ad8,2,11,2025-03-23T00:00:00+00:00,2025-03-23T00:18:52+00:00,0,
009ad8_737e73af,009ad8,3,11,2025-04-28T00:00:00+00:00,2025-04-28T00:18:52+00:00,0,
009b27_e18305af,009b27,0,16,2025-02-15T00:00:00+00:00,2025-02-15T00:28:45+00:00,0,
009bb8_fc0715eb,009bb8,0,12,2025-01-04T00:00:00+00:00,2025-01-04T00:21:21+00:00,0,
009bba_86ef8870,009bba,0,9,2025-04-26T00:00:00+00:00,2025-04-26T00:15:13+00:00,0,
009bbd_9f40b8d6,009bbd,0,11,2025-06-08T00:00:00+00:00,2025-06-08T00:19:15+00:00,0,
009e06_d61b1718,009e06,0,13,2025-01-06T00:00:00+00:00,2025-01-06T00:23:33+00:00,0,
009e5a_dcee568a,009e5a,0,8,2025-05-28T00:00:00+00:00,2025-05-28T00:13:41+00:00,0,
009e5a_6b27877d,009e5a,1,8,2025-06-20T00:00:00+00:00,2025-06-20T00:13:41+00:00,0,
009ece_931503f2,009ece,0,18,2025-04-12T00:00:00+00:00,2025-04-12T00:33:21+00:00,0,
00a120_a2c38f98,00a120,0,10,2024-12-04T00:00:00+00:00,2024-12-04T00:16:56+00:00,0,
00a120_fd46fa7e,00a120,1,7,2024-12-04T00:00:00+00:00,2024-12-04T00:12:07+00:00,0,
00a120_9d234ec8,00a120,2,7,2024-12-06T00:00:00+00:00,2024-12-06T00:12:07+00:00,0,
00a120_e4846aec,00a120,3,10,2025-01-04T00:00:00+00:00,2025-01-04T00:16:56+00:00,0,
00a120_c3589ab2,00a120,4,7,2025-01-19T00:00:00+00:00,2025-01-19T00:12:07+00:00,0,
00a272_02c23c2e,00a272,0,15,2025-04-24T00:00:00+00:00,2025-04-24T00:26:29+00:00,0,
00a272_407468f6,00a272,1,15,2025-04-26T00:00:00+00:00,2025-04-26T00:26:29+00:00,0,
00a3b9_4f639e5b,00a3b9,0,12,2024-11-28T00:00:00+00:00,2024-11-28T00:19:53+00:00,0,
00a3b9_fbb40cb6,00a3b9,1,10,2025-04-03T00:00:00+00:00,2025-04-03T00:17:50+00:00,0,
00a3b9_fc11be73,00a3b9,2,10,2025-05-23T00:00:00+00:00,2025-05-23T00:17:50+00:00,0,
00a4d2_f675c7f3,00a4d2,0,16,2024-12-29T00:00:00+00:00,2024-12-29T00:29:04+00:00,0,
00a4d2_334994a4,00a4d2,1,16,2025-01-13T00:00:00+00:00,2025-01-13T00:29:04+00:00,0,
00a50e_2f3e9584,00a50e,0,16,2024-11-07T00:00:00+00:00,2024-11-07T00:28:06+00:00,0,
00a51a_82b69126,00a51a,0,6,2025-04-02T00:00:00+00:00,2025-04-02T00:08:15+00:00,0,
00a51a_114afed7,00a51a,1,6,2025-05-10T00:00:00+00:00,2025-05-10T00:08:15+00:00,0,
00a60d_d12065d3,00a60d,0,5,2025-04-03T00:00:00+00:00,2025-04-03T00:06:44+00:00,0,
00a71e_e4d45e7f,00a71e,0,11,2024-12-21T00:00:00+00:00,2024-12-21T00:18:06+00:00,0,
00ab90_24ea2757,00ab90,0,9,2025-05-07T00:00:00+00:00,2025-05-07T00:16:24+00:00,0,
00ae2a_b3e7b670,00ae2a,0,11,2025-04-15T00:00:00+00:00,2025-04-15T00:18:31+00:00,0,
00ae2a_b1ec57e8,00ae2a,1,11,2025-04-29T00:00:00+00:00,2025-04-29T00:18:31+00:00,0,
00ae2c_f03a1a91,00ae2c,0,12,2024-12-19T00:00:00+00:00,2024-12-19T00:21:24+00:00,0,
00ae2c_0f86a429,00ae2c,1,10,2025-04-24T00:00:00+00:00,2025-04-24T00:18:13+00:00,0,
00ae2c_024cccf3,00ae2c,2,10,2025-04-26T00:00:00+00:00,2025-04-26T00:18:13+00:00,0,
00ae6d_237b3171,00ae6d,0,9,2025-04-23T00:00:00+00:00,2025-04-23T00:14:44+00:00,0,
00ae6d_317253ef,00ae6d,1,9,2025-05-30T00:00:00+00:00,2025-05-30T00:14:44+00:00,0,
00ae6e_486e3cff,00ae6e,0,11,2024-11-11T00:00:00+00:00,2024-11-11T00:17:49+00:00,0,
00ae6e_6d95c2d2,00ae6e,1,11,2025-01-09T00:00:00+00:00,2025-01-09T00:17:49+00:00,0,
00ae6e_55a99678,00ae6e,2,7,2025-04-13T00:00:00+00:00,2025-04-13T00:11:55+00:00,0,
00ae6e_d7f5b787,00ae6e,3,7,2025-06-26T00:00:00+00:00,2025-06-26T00:11:55+00:00,0,
00ae82_065a9ccf,00ae82,0,13,2025-04-09T00:00:00+00:00,2025-04-09T00:23:35+00:00,0,
00ae88_e163b8ef,00ae88,0,11,2025-01-09T00:00:00+00:00,2025-01-09T00:19:05+00:00,0,
00aeae_07f44a4b,00aeae,0,16,2024-11-19T00:00:00+00:00,2024-11-19T00:28:40+00:00,0,
00aeae_26a2cd2d,00aeae,1,16,2024-12-28T00:00:00+00:00,2024-12-28T00:28:40+00:00,0,
00aedf_b15cd25e,00aedf,0,12,2025-04-08T00:00:00+00:00,2025-04-08T00:22:34+00:00,0,
00aeff_be1d9763,00aeff,0,11,2025-01-06T00:00:00+00:00,2025-01-06T00:18:20+00:00,0,
00aeff_e998e77c,00aeff,1,11,2025-01-23T00:00:00+00:00,2025-01-23T00:18:20+00:00,0,
00aeff_76e5f9ac,00aeff,2,7,2025-05-02T00:00:00+00:00,2025-05-02T00:12:16+00:00,0,
00aeff_7d7e94aa,00aeff,3,7,2025-06-27T00:00:00+00:00,2025-06-27T00:12:16+00:00,0,
00af25_73ac8f82,00af25,0,19,2024-12-15T00:00:00+00:00,2024-12-15T00:34:52+00:00,0,
00af2e_fec2c224,00af2e,0,9,2024-12-24T00:00:00+00:00,2024-12-24T00:14:50+00:00,0,
00af2e_17ed4b40,00af2e,1,9,2024-12-25T00:00:00+00:00,2024-12-25T00:14:50+00:00,0,
00af2e_66bd112e,00af2e,2,9,2025-01-06T00:00:00+00:00,2025-01-06T00:14:50+00:00,0,
00af30_400ed72a,00af30,0,13,2024-12-03T00:00:00+00:00,2024-12-03T00:23:06+00:00,0,
00af30_b0d213e3,00af30,1,8,2025-05-27T00:00:00+00:00,2025-05-27T00:14:21+00:00,0,
00af52_5529209c,00af52,0,14,2025-04-02T00:00:00+00:00,2025-04-02T00:25:36+00:00,0,
00af52_a0110167,00af52,1,14,2025-04-15T00:00:00+00:00,2025-04-15T00:25:36+00:00,0,
00af52_bb571ad4,00af52,2,6,2025-05-24T00:00:00+00:00,2025-05-24T00:10:15+00:00,0,
00af60_0f1e3f7e,00af60,0,12,2025-02-03T00:00:00+00:00,2025-02-03T00:20:21+00:00,0,
00af60_09db6104,00af60,1,12,2025-02-11T00:00:00+00:00,2025-02-11T00:20:21+00:00,0,
00af60_74acc66a,00af60,2,12,2025-03-31T00:00:00+00:00,2025-03-31T00:20:21+00:00,0,
00af60_a46fa0ae,00af60,3,11,2025-05-15T00:00:00+00:00,2025-05-15T00:20:31+00:00,0,
00af60_e969a309,00af60,4,11,2025-05-29T00:00:00+00:00,2025-05-29T00:20:31+00:00,1,Altitude drop
00afac_06537832,00afac,0,13,2024-12-24T00:00:00+00:00,2024-12-24T00:23:23+00:00,0,
00afac_4f554427,00afac,1,15,2025-04-20T00:00:00+00:00,2025-04-20T00:27:27+00:00,0,
00afac_aae60336,00afac,2,15,2025-06-23T00:00:00+00:00,2025-06-23T00:27:27+00:00,0,
00afad_0d4412ff,00afad,0,10,2025-04-01T00:00:00+00:00,2025-04-01T00:18:04+00:00,0,
00afad_cebbf82d,00afad,1,10,2025-05-21T00:00:00+00:00,2025-05-21T00:18:04+00:00,0,
00b015_9ca8c98d,00b015,0,6,2024-12-30T00:00:00+00:00,2024-12-30T00:10:11+00:00,0,
00b015_64961ead,00b015,1,12,2025-04-01T00:00:00+00:00,2025-04-01T00:21:54+00:00,0,
00b017_08551e2a,00b017,0,12,2025-06-23T00:00:00+00:00,2025-06-23T00:20:36+00:00,0,
00b017_538696ff,00b017,1,12,2025-06-28T00:00:00+00:00,2025-06-28T00:20:36+00:00,0,
00b035_ee82600e,00b035,0,11,2025-06-15T00:00:00+00:00,2025-06-15T00:19:01+00:00,0,
00b08a_bf37f886,00b08a,0,14,2025-05-08T00:00:00+00:00,2025-05-08T00:25:47+00:00,0,
00b08b_8353c397,00b08b,0,12,2024-11-17T00:00:00+00:00,2024-11-17T00:21:27+00:00,0,
00b08c_a49bde21,00b08c,0,9,2025-01-26T00:00:00+00:00,2025-01-26T00:15:06+00:00,0,
00b08d_ed6ff896,00b08d,0,5,2024-12-20T00:00:00+00:00,2024-12-20T00:07:01+00:00,0,
00b08d_c89f6503,00b08d,1,12,2025-05-13T00:00:00+00:00,2025-05-13T00:20:59+00:00,0,
00b092_288675fd,00b092,0,38,2025-05-19T00:00:00+00:00,2025-05-19T01:15:33+00:00,0,
00b094_6e329555,00b094,0,7,2024-11-30T00:00:00+00:00,2024-11-30T00:12:01+00:00,0,
00b096_742c6be7,00b096,0,15,2025-04-25T00:00:00+00:00,2025-04-25T00:27:32+00:00,0,
00b096_459e0f36,00b096,1,15,2025-04-26T00:00:00+00:00,2025-04-26T00:27:32+00:00,0,
00b097_4ef14eeb,00b097,0,5,2024-12-22T00:00:00+00:00,2024-12-22T00:08:07+00:00,0,
00b098_743265d9,00b098,0,8,2025-05-17T00:00:00+00:00,2025-05-17T00:12:17+00:00,0,
00b098_d1d5cd63,00b098,1,8,2025-06-14T00:00:00+00:00,2025-06-14T00:12:17+00:00,0,
00b099_3acfcdc7,00b099,0,11,2025-01-10T00:00:00+00:00,2025-01-10T00:19:54+00:00,0,
00b099_db8e4f12,00b099,1,10,2025-04-26T00:00:00+00:00,2025-04-26T00:18:09+00:00,0,
00b0bf_93d2c19a,00b0bf,0,9,2024-11-09T00:00:00+00:00,2024-11-09T00:13:50+00:00,0,
00b0d7_d0c0f6d4,00b0d7,0,13,2024-11-08T00:00:00+00:00,2024-11-08T00:22:07+00:00,0,
00b0d7_97f5e662,00b0d7,1,13,2024-12-18T00:00:00+00:00,2024-12-18T00:22:07+00:00,0,
00b1b2_4e2b7740,00b1b2,0,10,2025-05-08T00:00:00+00:00,2025-05-08T00:18:15+00:00,0,
00b22b_db92df3b,00b22b,0,8,2025-04-08T00:00:00+00:00,2025-04-08T00:12:59+00:00,0,
00b22c_b3fc435e,00b22c,0,13,2025-01-24T00:00:00+00:00,2025-01-24T00:21:31+00:00,0,
00b22c_b1d54068,00b22c,1,13,2025-02-09T00:00:00+00:00,2025-02-09T00:23:37+00:00,0,
00b22c_b1038471,00b22c,2,15,2025-05-24T00:00:00+00:00,2025-05-24T00:26:58+00:00,0,
00b22d_8889de26,00b22d,0,10,2024-11-19T00:00:00+00:00,2024-11-19T00:16:22+00:00,0,
00b22d_b59411b8,00b22d,1,10,2024-12-09T00:00:00+00:00,2024-12-09T00:16:22+00:00,0,
00b22e_31b346fb,00b22e,0,9,2025-05-10T00:00:00+00:00,2025-05-10T00:14:38+00:00,0,
00b22e_fc2b3c90,00b22e,1,9,2025-06-18T00:00:00+00:00,2025-06-18T00:14:38+00:00,0,
00b22f_fb787f5f,00b22f,0,11,2025-01-28T00:00:00+00:00,2025-01-28T00:17:52+00:00,0,
00b22f_2eafa6b5,00b22f,1,10,2025-06-14T00:00:00+00:00,2025-06-14T00:18:00+00:00,0,
00b348_ca4d577d,00b348,0,12,2024-11-12T00:00:00+00:00,2024-11-12T00:19:36+00:00,0,
00b348_247daffa,00b348,1,12,2025-01-21T00:00:00+00:00,2025-01-21T00:19:36+00:00,0,
00b356_78117807,00b356,0,6,2025-05-31T00:00:00+00:00,2025-05-31T00:08:16+00:00,0,
00b47e_37ad96f9,00b47e,0,6,2025-06-20T00:00:00+00:00,2025-06-20T00:10:06+00:00,0,
00bf5b_89cd77ed,00bf5b,0,16,2025-06-17T00:00:00+00:00,2025-06-17T00:29:18+00:00,0,
